song,artist,popularity,release_year,danceability,energy,loudness,tempo,key
I Won't Let You Go,James Morrison,64,2011,0.537,0.611,-6.427,105.955,0
Confident,Demi Lovato,64,2015,0.594,0.749,-6.251,130.064,3
Still Fly,Big Tymers,64,2002,0.675,0.607,-3.538,177.928,11
Body Party,Ciara,64,2013,0.577,0.576,-6.299,133.973,2
Vossi Bop,Stormzy,64,2019,0.682,0.653,-6.062,188.115,8
Oops (Oh My) [feat. Missy Elliott],Tweet,64,2002,0.66,0.536,-8.786,159.963,10
I Hate This Part,The Pussycat Dolls,64,2008,0.756,0.612,-4.371,111.572,5
Kill Em With Kindness,Selena Gomez,64,2015,0.757,0.884,-5.488,120.012,10
What You Know,T.I.,64,2006,0.551,0.81,-4.365,73.464,11
HandClap,Fitz and The Tantrums,64,2016,0.636,0.836,-3.004,139.956,8
The Heart Wants What It Wants,Selena Gomez,64,2014,0.616,0.789,-4.874,83.066,7
Piece of Me,Britney Spears,64,2007,0.769,0.638,-5.054,115.007,11
You Rock My World,Michael Jackson,64,2001,0.854,0.673,-3.132,95.0,4
Boasty (feat. Idris Elba),Wiley,64,2019,0.887,0.765,-5.207,102.958,2
Patience,Take That,64,2006,0.309,0.783,-4.154,175.788,10
Vertigo,U2,64,2004,0.416,0.819,-3.974,140.083,9
One,Mary J. Blige,64,2005,0.344,0.874,-3.161,185.888,0
Bootylicious,Destiny's Child,64,2001,0.84,0.835,-4.386,103.376,1
Wish You Well,Sigala,64,2019,0.669,0.895,-3.787,124.975,5
Pound The Alarm,Nicki Minaj,64,2012,0.728,0.858,-3.686,125.055,9
Don't Stop the Party (feat. TJR),Pitbull,64,2012,0.722,0.958,-3.617,127.008,4
Black Horse And The Cherry Tree,KT Tunstall,64,2005,0.748,0.786,-7.788,104.833,4
Gucci Gang,Lil Pump,64,2017,0.936,0.523,-6.71,119.889,5
Just Fine,Mary J. Blige,64,2007,0.923,0.795,-3.61,123.021,11
Blurry,Puddle Of Mudd,64,2001,0.432,0.936,-4.537,157.469,3
Mad,Ne-Yo,64,2008,0.731,0.644,-5.348,129.94,0
It's Been Awhile,Staind,64,2001,0.509,0.774,-4.054,116.529,6
T-Shirt,Migos,64,2017,0.865,0.687,-3.744,139.023,10
Rich Love (with Seeb),OneRepublic,64,2017,0.401,0.872,-3.641,104.592,1
Push The Button,Sugababes,64,2005,0.962,0.66,-5.096,126.016,8
Russian Roulette,Rihanna,64,2009,0.48,0.486,-5.754,80.051,6
Shackles (Praise You),Mary Mary,64,2000,0.779,0.834,-2.773,100.46,7
Tip Toe (feat. French Montana),Jason Derulo,64,2017,0.845,0.709,-4.547,98.062,10
Love Drunk,Boys Like Girls,64,2009,0.44,0.976,-3.17,150.005,10
Fire,Kasabian,64,2009,0.525,0.742,-5.643,117.029,10
So Gone,Monica,64,2003,0.618,0.552,-6.863,81.975,8
Somethin' Stupid,Robbie Williams,64,2001,0.654,0.515,-12.185,106.191,0
Glamorous,Fergie,64,2006,0.811,0.757,-6.447,130.993,0
Animal,Neon Trees,64,2010,0.482,0.829,-5.576,147.99,5
Hideaway,Kiesza,64,2014,0.838,0.72,-4.135,122.993,7
The Way I Am,Charlie Puth,64,2018,0.755,0.769,-5.658,114.966,10
Beautiful Liar,Beyoncé,64,2007,0.764,0.751,-3.74,91.977,8
Underneath Your Clothes,Shakira,64,2001,0.616,0.597,-5.328,165.508,8
If I Die Young,The Band Perry,64,2010,0.606,0.497,-6.611,130.739,4
You Give Me Something,James Morrison,64,2006,0.559,0.688,-6.496,79.753,7
Livin' It Up,Ja Rule,64,2001,0.874,0.768,-4.086,106.095,6
Superstar (feat. Matthew Santos),Lupe Fiasco,64,2007,0.572,0.822,-6.015,94.812,11
Hotel Room Service,Pitbull,63,2009,0.849,0.599,-8.164,126.003,6
Bring Em Out,T.I.,63,2004,0.759,0.891,-2.983,98.579,11
Fergalicious,Fergie,63,2006,0.906,0.584,-7.72,129.055,8
Lights - Single Version,Ellie Goulding,63,2010,0.682,0.795,-6.17,120.008,8
Gold Dust - Radio Edit,DJ Fresh,63,2010,0.451,0.948,-0.74,176.985,0
The Seed (2.0),The Roots,63,2002,0.758,0.957,-2.281,111.121,7
Just A Kiss,Lady A,63,2011,0.593,0.639,-5.826,142.881,1
Everytime,Britney Spears,63,2003,0.398,0.284,-12.852,109.599,3
I Predict A Riot,Kaiser Chiefs,63,2005,0.395,0.979,-3.241,158.842,8
Don't Stop Movin',S Club 7,63,2001,0.822,0.672,-6.133,117.033,7
Roll Up,Wiz Khalifa,63,2011,0.523,0.805,-5.473,125.358,3
I Like It,Enrique Iglesias,63,2010,0.648,0.942,-2.881,129.007,10
Incomplete,Backstreet Boys,63,2005,0.437,0.589,-4.834,133.631,4
One (Your Name) - Radio Edit,Swedish House Mafia,63,2010,0.733,0.673,-6.572,125.061,9
Way down We Go,KALEO,63,2015,0.59,0.578,-5.798,81.663,10
Good Life (with G-Eazy & Kehlani),G-Eazy,63,2017,0.572,0.778,-5.208,168.073,1
U and Dat (feat. T. Pain & Kandi Girl),E-40,63,2006,0.858,0.484,-7.448,99.992,6
Laffy Taffy,D4L,63,2005,0.891,0.439,-7.994,77.499,7
Izzo (H.O.V.A.),JAY-Z,63,2001,0.618,0.844,-4.051,84.411,1
Boyfriend,Justin Bieber,63,2012,0.717,0.55,-6.019,96.979,10
Naturally,Selena Gomez & The Scene,63,2009,0.605,0.902,-5.406,132.612,10
Baby Boy (feat. Sean Paul),Beyoncé,63,2003,0.655,0.488,-9.17,91.025,1
Ghost,Ella Henderson,63,2014,0.68,0.84,-3.823,104.975,9
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,63,2014,0.596,0.738,-3.109,127.961,8
GUMMO,6ix9ine,63,2018,0.66,0.775,-4.926,157.036,2
Sorry,Joel Corry,63,2019,0.744,0.79,-4.617,125.002,8
Now You're Gone - Video Edit,Basshunter,63,2008,0.639,0.976,-5.503,147.99,1
We Made You,Eminem,63,2009,0.924,0.853,-1.203,114.003,2
All Rise,Blue,63,2001,0.721,0.737,-2.734,97.996,5
Gimme That,Chris Brown,63,2005,0.678,0.572,-7.033,87.165,11
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,63,2012,0.716,0.485,-7.745,74.132,1
Evacuate The Dancefloor,Cascada,63,2009,0.762,0.702,-5.87,127.029,0
Galvanize,The Chemical Brothers,63,2005,0.745,0.714,-3.681,104.003,7
Peaches & Cream,112,63,2001,0.677,0.52,-6.255,203.862,4
Unwell,Matchbox Twenty,63,2002,0.256,0.788,-5.263,80.718,6
Ain't No Other Man,Christina Aguilera,63,2006,0.862,0.742,-4.722,127.91,7
Anywhere,Rita Ora,63,2017,0.628,0.797,-3.953,106.93,11
Violet Hill,Coldplay,63,2008,0.33,0.58,-7.875,76.093,1
You Know I'm No Good,Amy Winehouse,63,2006,0.705,0.806,-3.607,103.383,9
Black Betty - Edit,Spiderbait,63,2004,0.562,0.865,-6.476,124.047,7
Naughty Girl,Beyoncé,63,2003,0.735,0.466,-8.65,99.973,6
I Don't Feel Like Dancin',Scissor Sisters,63,2006,0.707,0.923,-3.409,108.023,7
Kickstarts,Example,63,2010,0.61,0.836,-4.455,126.056,5
Don't Wanna Go Home,Jason Derulo,63,2011,0.671,0.808,-4.861,121.956,2
Grind With Me,Pretty Ricky,63,2005,0.7,0.538,-5.952,136.518,1
Antisocial (with Travis Scott),Ed Sheeran,63,2019,0.716,0.823,-5.313,151.957,5
Trick Me,Kelis,63,2003,0.97,0.72,-3.347,107.17,1
Pop Style,Drake,63,2016,0.713,0.462,-10.027,133.053,7
Just Hold On,Steve Aoki,63,2016,0.647,0.932,-3.515,114.991,11
Heaven,DJ Sammy,63,2002,0.571,0.953,-5.601,137.965,8
Tonight (I'm Fuckin' You),Enrique Iglesias,63,2010,0.648,0.89,-3.982,125.953,0
No Letting Go,Wayne Wonder,63,2003,0.496,0.819,-5.656,100.215,5
1955,Hilltop Hoods,63,2016,0.766,0.5,-7.558,84.044,11
The Fox (What Does the Fox Say?),Ylvis,63,2013,0.703,0.867,-4.292,128.008,6
How Low,Ludacris,63,2010,0.785,0.498,-6.977,143.96,1
Don't Mind,Kent Jones,63,2016,0.464,0.771,-4.503,158.777,8
Hallelujah,Alexandra Burke,63,2009,0.177,0.425,-6.211,182.571,2
Soldier (feat. T.I. & Lil' Wayne),Destiny's Child,63,2004,0.878,0.417,-6.799,77.49,7
Blown Away,Carrie Underwood,63,2012,0.531,0.843,-2.569,136.991,9
I Need a Girl (Pt. 1) [feat. Usher & Loon],Diddy,63,2005,0.66,0.707,-5.758,89.279,6
"Work Hard, Play Hard",Wiz Khalifa,62,2012,0.787,0.666,-4.475,140.008,11
Earthquake (feat. Tinie Tempah),Labrinth,62,2012,0.54,0.856,-3.966,153.071,0
She Said,Plan B,62,2010,0.72,0.538,-5.85,147.007,3
"Bump, Bump, Bump (feat. P. Diddy)",B2K,62,2003,0.835,0.68,-6.02,95.508,1
Can't Help but Wait,Trey Songz,62,2007,0.699,0.699,-5.564,94.977,8
Pullin' Me Back,Chingy,62,2006,0.786,0.511,-6.66,80.0,7
Échame La Culpa,Luis Fonsi,62,2017,0.733,0.892,-3.641,95.989,0
I Luv Your Girl,The-Dream,62,2007,0.723,0.322,-9.702,90.063,8
My First Kiss (feat. Ke$ha),3OH!3,62,2010,0.682,0.889,-4.166,138.021,0
Nobody To Love - Radio Edit,Sigma,62,2014,0.441,0.921,-3.32,175.001,8
TRUE,Ryan Cabrera,62,2004,0.598,0.4,-10.054,96.938,6
Makes Me Wonder,Maroon 5,62,2007,0.803,0.851,-2.429,113.996,7
The Great Escape,Boys Like Girls,62,2007,0.423,0.94,-4.012,149.934,1
It's Raining Men,Geri Halliwell,62,2001,0.637,0.929,-6.03,136.482,5
Bounce (feat. Kelis) - Radio Edit,Calvin Harris,62,2012,0.779,0.963,-2.125,127.941,2
Rockin' That Shit,The-Dream,62,2009,0.672,0.62,-4.865,78.005,8
"Me, Myself and I",Beyoncé,62,2003,0.75,0.458,-9.092,83.61,1
Girls Like (feat. Zara Larsson),Tinie Tempah,62,2016,0.916,0.804,-3.406,120.028,0
Gotta Be Somebody,Nickelback,62,2008,0.536,0.89,-5.222,115.998,0
Dangerously,Charlie Puth,62,2016,0.696,0.517,-8.379,112.291,2
Make Me Better,Fabolous,62,2007,0.607,0.599,-6.886,86.491,11
Money Maker,Ludacris,62,2006,0.551,0.598,-6.79,78.756,1
One Wish,Ray J,62,2005,0.525,0.652,-7.042,127.673,5
I Love College,Asher Roth,62,2009,0.713,0.826,-4.075,86.444,8
We'll Be Coming Back (feat. Example),Calvin Harris,62,2012,0.596,0.952,-4.364,127.945,7
Holy Grail,JAY-Z,62,2013,0.676,0.534,-6.901,145.082,2
Murder On The Dancefloor,Sophie Ellis-Bextor,62,2002,0.734,0.848,-5.285,117.31,1
Don't Phunk With My Heart,Black Eyed Peas,62,2005,0.69,0.928,-2.76,130.889,5
Pure Shores,All Saints,62,2000,0.631,0.664,-9.197,100.618,6
Don't Hold Your Breath,Nicole Scherzinger,62,2011,0.66,0.797,-6.096,110.955,5
Like I Love You,Justin Timberlake,62,2002,0.853,0.811,-4.927,114.964,6
Not Nice,PARTYNEXTDOOR,62,2016,0.598,0.496,-9.309,128.06,0
In Your Eyes,Kylie Minogue,62,2001,0.689,0.894,-6.342,123.971,6
Don't Wake Me Up,Chris Brown,62,2012,0.602,0.691,-5.197,127.967,7
Man's Not Hot,Big Shaq,62,2017,0.905,0.884,-4.076,135.048,0
Ms. New Booty,Bubba Sparxxx,62,2005,0.64,0.62,-5.931,129.37,1
Run,Leona Lewis,62,2007,0.285,0.462,-6.166,142.365,5
Counting Stars,OneRepublic,62,2014,0.663,0.705,-4.972,122.014,1
Let Me Hold You (feat. Omarion),Bow Wow,62,2005,0.815,0.662,-8.244,151.518,6
Gettin' Over You (feat. Fergie & LMFAO),David Guetta,62,2010,0.615,0.913,-5.077,129.944,10
Money On My Mind,Sam Smith,62,2014,0.688,0.841,-5.217,133.912,2
For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,62,2018,0.541,0.787,-4.618,113.0,2
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,62,2016,0.689,0.791,-5.194,95.04,0
Get It Shawty,Lloyd,62,2007,0.822,0.905,-4.032,128.014,5
Na Na,Trey Songz,62,2015,0.67,0.476,-6.253,96.975,9
Pocketful of Sunshine,Natasha Bedingfield,62,2008,0.726,0.881,-3.892,110.019,9
It Feels So Good,Sonique,62,2000,0.634,0.677,-7.278,135.012,5
This Is Love,will.i.am,62,2013,0.535,0.796,-3.446,128.954,0
CoCo,O.T. Genasis,61,2014,0.886,0.628,-5.949,119.906,8
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,61,2012,0.665,0.886,-4.175,128.062,9
Ready For Your Love,Gorgon City,61,2014,0.677,0.753,-7.038,121.939,5
Oh (feat. Ludacris),Ciara,61,2004,0.8,0.496,-7.135,128.29,7
Do You Want To,Franz Ferdinand,61,2005,0.412,0.944,-2.896,123.091,0
No More Drama,Mary J. Blige,61,2001,0.653,0.837,-6.818,97.914,6
Diamonds From Sierra Leone - Remix,Kanye West,61,2005,0.672,0.814,-3.768,97.043,7
Of The Night,Bastille,61,2013,0.67,0.829,-7.2,125.01,5
Bad (feat. Rihanna) - Remix,Wale,61,2013,0.807,0.702,-6.594,114.038,6
Over And Over,Nelly,61,2004,0.644,0.517,-10.02,169.799,7
You Don't Know My Name,Alicia Keys,61,2003,0.264,0.663,-8.264,167.078,9
Caught Up,Usher,61,2004,0.817,0.806,-4.606,110.086,6
Ass Back Home (feat. Neon Hitch),Gym Class Heroes,61,2011,0.716,0.838,-4.289,130.034,10
Don't Lie,Black Eyed Peas,61,2005,0.662,0.785,-5.299,89.885,9
I Wish I Was a Punk Rocker (with Flowers in My Hair),Sandi Thom,61,2006,0.7,0.465,-6.815,108.102,4
Hands on the Wheel (feat. Asap Rocky),ScHoolboy Q,61,2012,0.646,0.784,-7.471,127.839,1
Lose My Breath,Destiny's Child,61,2004,0.814,0.899,-5.958,119.011,1
On Fire,Lloyd Banks,61,2004,0.759,0.825,-4.289,94.857,8
Higher,Taio Cruz,61,2010,0.672,0.907,-5.069,128.027,8
What About Us,The Saturdays,61,2013,0.704,0.68,-4.751,123.973,7
Meant to Live,Switchfoot,61,2003,0.397,0.903,-4.577,151.551,2
Higher,The Saturdays,61,2010,0.639,0.862,-3.292,117.011,10
Blah Blah Blah (feat. 3OH!3),Kesha,61,2010,0.752,0.836,-3.173,120.003,10
Mesmerize,Ja Rule,61,2002,0.769,0.646,-6.653,90.079,1
Holidae In,Chingy,61,2003,0.81,0.791,-5.909,153.067,7
Like Glue,Sean Paul,61,2002,0.757,0.78,-5.038,97.917,1
Imma Be,Black Eyed Peas,61,2009,0.597,0.517,-6.963,92.035,0
New Rules,Dua Lipa,61,2017,0.763,0.72,-5.181,116.01,9
Hanging By A Moment,Lifehouse,61,2000,0.537,0.858,-4.903,124.599,1
What You Got,Colby O'Donis,61,2008,0.775,0.641,-6.718,119.974,1
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,61,2017,0.703,0.868,-4.661,121.03,7
Middle Of The Night,The Vamps,61,2017,0.588,0.749,-4.323,130.093,11
Party Like A Rock Star,Shop Boyz,61,2007,0.619,0.709,-4.633,144.972,7
Air Force Ones,Nelly,61,2002,0.784,0.459,-9.74,164.062,4
Strike a Pose (feat. Aitch),Young T & Bugsey,61,2019,0.531,0.581,-5.801,137.776,1
"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,61,2003,0.811,0.657,-6.197,199.958,6
Can't Hold Us Down (feat. Lil' Kim),Christina Aguilera,61,2002,0.859,0.658,-4.481,98.989,8
Happy,Ashanti,61,2002,0.727,0.515,-6.553,89.488,2
Mundian to Bach Ke,Panjabi MC,61,2003,0.778,0.879,-4.951,98.077,8
Shawty (feat. T Pain),Plies,61,2007,0.444,0.708,-5.926,105.412,4
"Bust It Baby, Pt. 2 (feat. Ne-Yo)",Plies,61,2008,0.648,0.801,-7.24,78.946,5
I Need You,LeAnn Rimes,61,2001,0.478,0.736,-7.124,144.705,7
Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,61,2011,0.843,0.881,-3.951,110.621,9
Can't Let You Go (feat. Mike Shorey & Lil' Mo),Fabolous,61,2003,0.646,0.6,-6.569,192.082,9
Rocketeer,Far East Movement,61,2010,0.664,0.845,-6.115,96.005,4
One Call Away,Chingy,61,2003,0.765,0.821,-5.926,162.519,4
Starlight - Radio Edit,The Supermen Lovers,61,2001,0.739,0.679,-5.079,127.487,0
Touch It,Busta Rhymes,61,2006,0.658,0.551,-6.62,138.335,1
Rack City,Tyga,61,2012,0.929,0.339,-10.881,98.986,1
Break the Ice,Britney Spears,61,2007,0.712,0.911,-3.866,117.533,5
Sorry,Madonna,61,2005,0.589,0.877,-6.229,132.971,0
Come With Me - Radio Edit,Special D.,61,2004,0.739,0.999,-5.077,139.982,7
Nobody's Home,Avril Lavigne,61,2004,0.348,0.907,-3.66,185.406,5
Wanna Get To Know You,G-Unit,61,2003,0.513,0.826,-3.651,76.91,10
I Tried,Bone Thugs-N-Harmony,61,2007,0.727,0.71,-6.142,81.995,4
Overprotected - Radio Edit,Britney Spears,61,2001,0.682,0.894,-1.73,95.992,0
Salt Shaker,Ying Yang Twins,61,2003,0.884,0.697,-6.022,101.965,11
Donald Trump,Mac Miller,61,2011,0.636,0.901,-7.094,162.994,1
"Lean Wit It, Rock Wit It",Dem Franchize Boyz,60,2006,0.886,0.62,-5.854,76.035,5
Too Close,Alex Clare,60,2011,0.588,0.694,-4.278,126.027,11
F**kin' Perfect,P!nk,60,2010,0.563,0.671,-4.788,91.964,7
Fill Me In,Craig David,60,2000,0.682,0.744,-6.981,132.493,8
AM To PM,Christina Milian,60,2001,0.872,0.868,-3.036,105.005,10
My Life,The Game,60,2008,0.673,0.766,-5.018,148.113,11
I Cry,Flo Rida,60,2012,0.693,0.822,-5.441,126.035,4
She Bangs - English Version,Ricky Martin,60,2000,0.63,0.95,-4.012,143.866,1
What You Waiting For?,Gwen Stefani,60,2004,0.676,0.948,-2.557,136.027,5
This Is How We Do,Katy Perry,60,2013,0.69,0.636,-6.028,96.0,9
Jump,Girls Aloud,60,2003,0.658,0.826,-6.031,134.465,8
Nine Million Bicycles,Katie Melua,60,2005,0.534,0.247,-15.636,82.168,0
When You Look At Me - Radio Edit,Christina Milian,60,2001,0.955,0.839,-3.399,108.955,3
Jumanji,B Young,60,2018,0.791,0.473,-9.86,95.948,10
Don't Let Me Get Me - Radio Edit,P!nk,60,2001,0.624,0.85,-4.754,98.525,0
Spotlight,Jennifer Hudson,60,2008,0.707,0.724,-3.887,108.984,11
All You Wanted,Michelle Branch,60,2001,0.499,0.72,-9.101,96.103,8
Rollout (My Business),Ludacris,60,2001,0.921,0.668,-8.73,131.059,7
If Tomorrow Never Comes,Ronan Keating,60,2002,0.555,0.496,-6.136,79.01,10
Blind Faith,Chase & Status,60,2011,0.45,0.846,-4.712,140.042,9
Tainted Love,Marilyn Manson,60,2003,0.622,0.876,-7.779,142.017,8
How You Gonna Act Like That,Tyrese,60,2002,0.733,0.521,-3.657,112.913,3
Holiday,Dizzee Rascal,60,2011,0.545,0.918,-1.925,117.985,0
There You'll Be,Faith Hill,60,2001,0.321,0.511,-7.77,128.98,8
All Day And Night,Jax Jones,60,2019,0.585,0.782,-4.101,121.908,1
Rise,Gabrielle,60,2001,0.558,0.481,-9.487,144.673,8
It's Gonna Be Me,*NSYNC,60,2000,0.644,0.874,-4.666,165.09,0
Outta Control - Remix,50 Cent,60,2005,0.772,0.599,-5.996,92.029,8
All I Have (feat. LL Cool J),Jennifer Lopez,60,2002,0.701,0.669,-5.265,83.066,1
Wherever You Will Go,Charlene Soraia,60,2011,0.597,0.115,-9.217,111.202,9
Grillz,Nelly,60,2005,0.867,0.504,-7.737,82.996,4
It's My Life,No Doubt,60,2003,0.612,0.735,-5.074,126.326,8
A Little Less Conversation - JXL Radio Edit Remix,Elvis Presley,60,2002,0.597,0.97,-5.972,114.999,4
Scars,Papa Roach,60,2004,0.455,0.929,-3.295,89.782,11
Hey Daddy (Daddy's Home),Usher,60,2010,0.59,0.698,-4.262,95.975,11
One Love,Blue,60,2002,0.683,0.722,-4.039,95.012,8
Tears (feat. Louisa Johnson),Clean Bandit,60,2016,0.605,0.77,-3.645,130.037,5
Last Night,Keyshia Cole,60,2007,0.918,0.857,-5.032,121.006,3
Have You Ever,S Club 7,60,2001,0.585,0.702,-5.734,139.909,0
Gimme the Light,Sean Paul,59,2002,0.778,0.761,-5.529,107.288,2
human,Christina Perri,59,2013,0.439,0.489,-6.286,143.808,8
Move Bitch,Disturbing Tha Peace,59,2002,0.777,0.751,-5.692,177.894,1
Round Round,Sugababes,59,2002,0.74,0.845,-3.802,126.607,6
A New Day Has Come - Radio Remix,Céline Dion,59,2001,0.574,0.691,-5.103,91.969,6
"My Neck, My Back (Lick It)",Khia,59,2015,0.859,0.625,-4.234,102.072,9
Get Back,Ludacris,59,2004,0.555,0.639,-5.16,171.609,1
Bodak Yellow,Cardi B,59,2017,0.929,0.723,-5.792,125.022,11
U Don't Have to Call,Usher,59,2001,0.793,0.568,-4.958,100.005,1
Case Of The Ex (Whatcha Gonna Do),Mýa,59,2000,0.772,0.688,-4.715,98.0,1
Love Machine,Girls Aloud,59,2004,0.663,0.95,-4.21,116.02,7
Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,LMC,59,2004,0.668,0.905,-5.395,128.658,6
Southside,Lloyd,59,2004,0.688,0.404,-9.481,75.007,9
We Be Burnin',Sean Paul,59,2005,0.95,0.803,-4.195,117.0,1
Tipsy - Club Mix,J-Kwon,59,2001,0.925,0.741,-5.827,93.04,9
Closer,Lemaitre,59,2017,0.583,0.785,-3.991,91.977,2
I Like That,Houston,59,2004,0.797,0.502,-3.925,106.997,10
PILLOWTALK,ZAYN,59,2016,0.588,0.702,-4.271,124.909,11
Love Runs Out,OneRepublic,59,2014,0.719,0.935,-3.752,120.022,7
In Those Jeans,Ginuwine,59,2003,0.691,0.541,-5.873,127.683,1
Pretty Green Eyes - Radio Edit,Ultrabeat,59,2003,0.553,0.775,-10.284,139.993,1
Life Is A Rollercoaster,Ronan Keating,59,2000,0.655,0.791,-8.923,118.981,0
Me Against the Music (feat. Madonna) - LP Version / Video Mix,Britney Spears,59,2003,0.804,0.836,-6.635,120.046,6
I Just Wanna Love U (Give It 2 Me),JAY-Z,59,2000,0.8,0.922,-5.125,98.631,4
Rise & Fall (feat. Sting),Craig David,59,2002,0.405,0.589,-7.51,83.373,6
Scandalous - U.S. Radio Edit,Mis-Teeq,59,2004,0.734,0.668,-3.935,99.971,0
Flames,David Guetta,59,2018,0.631,0.649,-5.892,93.95,5
Your Body,Pretty Ricky,59,2005,0.838,0.594,-5.695,90.038,4
I'm a Thug,Trick Daddy,59,2001,0.933,0.561,-5.961,139.976,11
Heartbroken - Edit,T2,59,2017,0.716,0.757,-5.438,139.986,11
Cool,Gwen Stefani,59,2004,0.709,0.721,-3.52,112.019,2
Is It Any Wonder?,Keane,59,2006,0.489,0.955,-2.771,129.352,11
This Is Why I'm Hot,MiMS,59,2007,0.621,0.6,-6.349,80.021,8
Get Up (feat. Chamillionaire),Ciara,59,2006,0.964,0.595,-6.887,128.593,1
In The Morning,Razorlight,59,2006,0.616,0.855,-3.495,124.191,4
I Know You Want Me (Calle Ocho),Pitbull,59,2009,0.825,0.743,-5.995,127.045,2
In For The Kill,La Roux,59,2009,0.629,0.969,-0.276,150.01,8
Turn My Swag On,Soulja Boy,59,2008,0.546,0.712,-3.104,150.154,3
The Way I Live - Main Explicit,Baby Boy Da Prince,59,2006,0.88,0.438,-7.562,90.02,0
Make It Rain,Fat Joe,59,2006,0.744,0.697,-5.063,149.28,11
Wearing My Rolex - Radio Edit,Wiley,59,2008,0.876,0.716,-6.884,131.942,1
Cupid's Chokehold / Breakfast in America - Radio Mix,Gym Class Heroes,59,2007,0.584,0.681,-5.084,79.702,1
Throw It In The Bag,Fabolous,59,2009,0.789,0.55,-7.423,172.049,11
Stop And Stare,OneRepublic,59,2007,0.492,0.859,-4.274,92.474,4
Down With The Trumpets,Rizzle Kicks,59,2011,0.753,0.88,-4.689,115.057,4
Dear Darlin',Olly Murs,59,2012,0.512,0.828,-4.672,124.021,11
Number 1,Tinchy Stryder,59,2009,0.581,0.824,-3.912,114.912,0
Behind These Hazel Eyes,Kelly Clarkson,59,2004,0.548,0.889,-4.682,90.048,9
Commander,Kelly Rowland,59,2011,0.395,0.876,-3.859,124.638,11
Eternal Flame - Single Version,Atomic Kitten,58,2001,0.578,0.581,-6.867,83.293,0
Got Money,Lil Wayne,58,2008,0.694,0.661,-4.847,82.48,7
Gangsta Lovin',Eve,58,2002,0.723,0.84,-3.523,94.332,1
If You Come Back,Blue,58,2001,0.582,0.707,-4.487,78.375,10
Tripping,Robbie Williams,58,2005,0.666,0.922,-4.458,118.014,2
Untouched,The Veronicas,58,2005,0.557,0.783,-4.893,177.008,6
Lovin' Each Day,Ronan Keating,58,2000,0.541,0.899,-6.261,106.676,1
Addictive,Truth Hurts,58,2002,0.701,0.677,-6.591,99.271,11
Fit but You Know It,The Streets,58,2004,0.68,0.844,-1.729,172.302,6
La La La,Naughty Boy,58,2013,0.754,0.677,-4.399,124.988,6
Nothin',N.O.R.E.,58,2002,0.791,0.863,-6.118,97.035,3
American Pie,Madonna,58,2000,0.631,0.734,-7.48,124.036,5
Smack That,Akon,58,2006,0.94,0.743,-5.166,118.988,5
Love Sex Magic (feat. Justin Timberlake),Ciara,58,2009,0.893,0.666,-5.089,107.011,10
Too Lost In You,Sugababes,58,2003,0.586,0.705,-4.904,98.014,1
Halfcrazy,Musiq Soulchild,58,2002,0.412,0.77,-6.057,101.955,11
Faded,Tyga,58,2012,0.831,0.667,-8.438,95.073,1
Cater 2 U,Destiny's Child,58,2004,0.605,0.584,-7.043,125.802,11
Sound Of The Underground,Girls Aloud,58,2003,0.568,0.867,-5.861,163.944,11
Hey Baby (Radio Mix),DJ Ötzi,58,2010,0.666,0.968,-3.196,135.099,10
Breathe,Jax Jones,58,2017,0.722,0.744,-5.52,125.985,11
Shalala Lala,Vengaboys,58,2000,0.751,0.901,-5.802,124.017,2
Wait for You,Elliott Yamin,58,2007,0.764,0.487,-6.734,116.027,0
"I'm Not a Girl, Not Yet a Woman",Britney Spears,58,2001,0.534,0.543,-6.857,78.996,3
Suffocate - Superclean,J. Holiday,58,2007,0.458,0.445,-8.391,82.82,9
Rule The World - Radio Edit,Take That,58,2007,0.357,0.774,-4.226,164.054,2
If You're Not The One,Daniel Bedingfield,58,2002,0.688,0.538,-7.608,119.998,10
Clumsy,Fergie,58,2006,0.731,0.563,-4.046,184.009,2
Music,Madonna,58,2000,0.736,0.802,-8.527,119.854,7
I Can,Nas,58,2002,0.837,0.885,-3.914,95.313,6
Hot Right Now (feat. RITA ORA) - Radio Edit,DJ Fresh,58,2012,0.524,0.972,-1.569,175.017,4
Let It Go,Keyshia Cole,58,2007,0.808,0.721,-5.165,94.955,1
Sunrise,Simply Red,58,2008,0.791,0.733,-5.123,105.987,5
Everyday I Love You Less And Less,Kaiser Chiefs,58,2005,0.49,0.956,-4.556,160.028,1
(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,58,2006,0.711,0.761,-3.04,95.824,8
Don't Tell Me,Avril Lavigne,58,2004,0.523,0.795,-2.92,144.106,4
Deja Vu (feat. Jay-Z),Beyoncé,57,2007,0.644,0.746,-4.941,105.253,7
Over,Drake,57,2010,0.325,0.848,-5.611,100.093,7
